triple_id,subject,relation,target,evidence,source_url,assignee
2751,Cơm Tấm Sườn,dishType,Món chính,,,Member_2
2753,Cơm Tấm Sườn,hasIngredient,Gạo tấm,,,Member_2
2754,Cơm Tấm Sườn,servedWith,Nước mắm chua ngọt,,,Member_2
2755,Cơm Đậu Đỏ,dishType,Món chính,,,Member_2
2766,Cốm,ingredientCategory,Ngũ Cốc,,,Member_2
2799,Dưa Chuột,ingredientCategory,Rau,,,Member_2
2802,Dưa Cải Chua Xào,cookingTechnique,Xào,,,Member_2
2803,Dưa Cải Chua Xào,dishType,Món chay,,,Member_2
2804,Dưa Cải Chua Xào,flavorProfile,Chua,,,Member_2
2807,Dưa Cải Chua Xào,hasIngredient,Dưa Cải Muối,,,Member_2
2810,Dưa Cải Chua Xào,originRegion,Miền Bắc,,,Member_2
2811,Dưa Cải Chua Xào,servedWith,Cơm trắng,,,Member_2
2831,Dưa Cải Muối,cookingTechnique,Lên Men,,,Member_2
2832,Dưa Cải Muối,flavorProfile,Chua,,,Member_2
2834,Dưa Cải Muối,hasIngredient,Rau Cải,,,Member_2
2837,Dưa Cải Muối,ingredientCategory,Rau Lá,,,Member_2
2838,Dưa Cải Muối,servedWith,Thịt Heo Quay,,,Member_2
2878,Dưa Leo,ingredientCategory,Rau Lá,,,Member_2
2905,Dọc Mùng,ingredientCategory,Rau Lá,,,Member_2
2921,Dứa,ingredientCategory,Rau Quả,,,Member_2
2951,Gan Xào Tỏi,cookingTechnique,Xào,,,Member_2
2952,Gan Xào Tỏi,dishType,Món xào,,,Member_2
2953,Gan Xào Tỏi,flavorProfile,"Bùi, thơm",,,Member_2
2954,Gan Xào Tỏi,hasIngredient,"Gan lợn, Tỏi",,,Member_2
2956,Ghẹ Hấp,cookingTechnique,Hấp,,,Member_2
2957,Ghẹ Hấp,dishType,Món hấp,,,Member_2
2958,Ghẹ Hấp,flavorProfile,"Ngọt, thanh",,,Member_2
2960,Ghẹ Hấp,hasIngredient,Ghẹ,,,Member_2
2961,Ghẹ Hấp,servedWith,Muối tiêu chanh,,,Member_2
3014,Giò Heo,ingredientCategory,Thịt,,,Member_2
3015,Giò Heo Hầm,cookingTechnique,Hầm,,,Member_2
3016,Giò Heo Hầm,dishType,Món hầm,,,Member_2
3017,Giò Heo Hầm,flavorProfile,Béo ngậy,,,Member_2
3019,Giò Heo Hầm,hasIngredient,Giò Heo,,,Member_2
3020,Giò Heo Hầm,originRegion,Việt Nam,,,Member_2
3021,Giò Heo Hầm,servedWith,Bánh mì hoặc Cơm,,,Member_2
3022,Giò Heo Kho,cookingTechnique,Kho,,,Member_2
3023,Giò Heo Kho,dishType,Món kho,,,Member_2
3024,Giò Heo Kho,flavorProfile,"Đậm đà, mặn ngọt",,,Member_2
3026,Giò Heo Kho,hasIngredient,Giò Heo,,,Member_2
3027,Giò Heo Kho,originRegion,Việt Nam,,,Member_2
3028,Giò Heo Kho,servedWith,Cơm trắng,,,Member_2
3036,Giả Cầy,cookingTechnique,Hầm,,,Member_2
3037,Giả Cầy,dishType,Món hầm,,,Member_2
3038,Giả Cầy,flavorProfile,"Chua, cay, nồng",,,Member_2
3040,Giả Cầy,hasIngredient,Giò Heo,,,Member_2
3041,Giả Cầy,hasIngredient,Mắm Tôm,,,Member_2
3042,Giả Cầy,hasSubRule,Thay Thế Cơm Mẻ,,,Member_2
3043,Giả Cầy,originRegion,Miền Bắc Việt Nam,,,Member_2
3044,Giả Cầy,servedWith,Bún tươi,,,Member_2
3046,Gà,ingredientCategory,Thịt,,,Member_2
3057,Gà Chiên,cookingTechnique,Chiên,,,Member_2
3058,Gà Chiên,dishType,Món chính,,,Member_2
3059,Gà Chiên,flavorProfile,"Béo, mặn",,,Member_2
3063,Gà Chiên,hasIngredient,Cánh Gà,,,Member_2
3066,Gà Chiên,originRegion,Hoa Kỳ,,,Member_2
3067,Gà Chiên,servedWith,Cà Rốt,,,Member_2
3078,Gà Chiên Khoai Tây,cookingTechnique,Chiên,,,Member_2
3079,Gà Chiên Khoai Tây,dishType,Món chính,,,Member_2
3080,Gà Chiên Khoai Tây,flavorProfile,"Béo, mặn",,,Member_2
3083,Gà Chiên Khoai Tây,hasIngredient,Khoai tây,,,Member_2
3084,Gà Chiên Khoai Tây,hasIngredient,Thịt gà,,,Member_2
3086,Gà Chiên Khoai Tây,originRegion,Quốc tế,,,Member_2
3087,Gà Chiên Khoai Tây,servedWith,Tương ớt,,,Member_2
3089,Gà Chiên Mắm Tỏi,dishType,Món chính,,,Member_2
3090,Gà Chiên Mắm Tỏi,flavorProfile,"Mặn, ngọt, thơm tỏi",,,Member_2
3094,Gà Chiên Mắm Tỏi,hasIngredient,Thịt gà,,,Member_2
3096,Gà Chiên Mắm Tỏi,originRegion,Việt Nam,,,Member_2
3097,Gà Chiên Mắm Tỏi,servedWith,Cơm trắng,,,Member_2
3142,Gà Hấp Bia,hasIngredient,Thịt Gà,,,Member_2
3145,Gà Hấp Bia,originRegion,Hoa Kỳ,,,Member_2
3147,Gà Hấp Lá Chanh,cookingTechnique,Hấp,,,Member_2
3148,Gà Hấp Lá Chanh,dishType,Món hấp,,,Member_2
3149,Gà Hấp Lá Chanh,flavorProfile,"Thanh đạm, thơm mùi lá chanh",,,Member_2
3151,Gà Hấp Lá Chanh,hasIngredient,Gà,,,Member_2
3152,Gà Hấp Lá Chanh,originRegion,Miền Bắc,,,Member_2
3153,Gà Hấp Lá Chanh,servedWith,Muối tiêu chanh,,,Member_2
3179,Gà Hầm Hạt Sen,cookingTechnique,Hầm,,,Member_2
3180,Gà Hầm Hạt Sen,dishType,Món hầm,,,Member_2
3181,Gà Hầm Hạt Sen,flavorProfile,"Ngọt bùi, thanh mát",,,Member_2
3184,Gà Hầm Hạt Sen,hasIngredient,Gà,,,Member_2
3185,Gà Hầm Hạt Sen,originRegion,Việt Nam,,,Member_2
3186,Gà Hầm Hạt Sen,servedWith,Cơm trắng,,,Member_2
3212,Gà Hầm Thuốc Bắc,cookingTechnique,Hầm,,,Member_2
3213,Gà Hầm Thuốc Bắc,dishType,Món hầm,,,Member_2
3214,Gà Hầm Thuốc Bắc,flavorProfile,"Đậm đà, vị thuốc bắc",,,Member_2
3217,Gà Hầm Thuốc Bắc,hasIngredient,Gà Đông Tảo,,,Member_2
3219,Gà Hầm Thuốc Bắc,servedWith,Muối tiêu,,,Member_2
3235,Gà Kho,cookingTechnique,Kho,,,Member_2
3236,Gà Kho,dishType,Món mặn,,,Member_2
3238,Gà Kho,hasIngredient,Thịt gà,,,Member_2
3239,Gà Kho,servedWith,Cơm trắng,,,Member_2
3240,Gà Kho Gừng,cookingTechnique,Kho,,,Member_2
3241,Gà Kho Gừng,dishType,Món mặn,,,Member_2
3242,Gà Kho Gừng,flavorProfile,"Cay nồng, mặn ngọt",,,Member_2
3244,Gà Kho Gừng,hasIngredient,Thịt Gà,,,Member_2
3260,Gà Luộc,cookingTechnique,Luộc,,,Member_2
3261,Gà Luộc,dishType,Món luộc,,,Member_2
3262,Gà Luộc,flavorProfile,Ngọt tự nhiên,,,Member_2
3264,Gà Luộc,hasIngredient,Thịt Gà,,,Member_2
3265,Gà Luộc,servedWith,Muối tiêu chanh,,,Member_2
3266,Gà Luộc Lá Chanh,cookingTechnique,Luộc,,,Member_2
3267,Gà Luộc Lá Chanh,dishType,Món luộc,,,Member_2
3268,Gà Luộc Lá Chanh,flavorProfile,"Thơm thanh, ngọt",,,Member_2
3269,Gà Luộc Lá Chanh,hasIngredient,Thịt Gà,,,Member_2
3270,Gà Luộc Lá Chanh,originRegion,Miền Bắc,,,Member_2
3271,Gà Luộc Lá Chanh,servedWith,Lá Chanh,,,Member_2
3272,Gà Nướng,cookingTechnique,Nướng,,,Member_2
3273,Gà Nướng,dishType,Món nướng,,,Member_2
3274,Gà Nướng,flavorProfile,"Đậm đà, thơm mùi khói",,,Member_2
3276,Gà Nướng,hasIngredient,Thịt Gà,,,Member_2
3277,Gà Nướng,servedWith,Muối ớt xanh,,,Member_2
3278,Gà Nướng Lu,cookingTechnique,Nướng,,,Member_2
3280,Gà Nướng Lu,dishType,Món nướng,,,Member_2
3281,Gà Nướng Lu,flavorProfile,"Da giòn, thịt mọng nước",,,Member_2
3282,Gà Nướng Lu,hasIngredient,Thịt Gà,,,Member_2
3283,Gà Nướng Lu,originRegion,Miền Nam,,,Member_2
3284,Gà Nướng Muối Ớt,cookingTechnique,Nướng,,,Member_2
3289,Gà Nướng Muối Ớt,hasIngredient,Thịt Gà,,,Member_2
3295,Gà Nấu Măng Chua,flavorProfile,Chua,,,Member_2
3298,Gà Nấu Măng Chua,hasIngredient,Thịt Gà,,,Member_2
3319,Gà Rang Gừng,cookingTechnique,Kho,,,Member_2
3320,Gà Rang Gừng,dishType,Món mặn,,,Member_2
3321,Gà Rang Gừng,flavorProfile,Cay,,,Member_2
3324,Gà Rang Gừng,hasIngredient,Thịt Gà,,,Member_2
3326,Gà Rang Gừng,originRegion,Miền Bắc,,,Member_2
3327,Gà Rang Gừng,servedWith,Cơm trắng,,,Member_2
3328,Gà Rang Lá Chanh,cookingTechnique,Rang,,,Member_2
3329,Gà Rang Lá Chanh,dishType,Món mặn,,,Member_2
3330,Gà Rang Lá Chanh,flavorProfile,Thơm nồng,,,Member_2
3332,Gà Rang Lá Chanh,hasIngredient,Lá Chanh,,,Member_2
3333,Gà Rang Lá Chanh,hasIngredient,Thịt Gà,,,Member_2
3335,Gà Rang Lá Chanh,originRegion,Việt Nam,,,Member_2
3336,Gà Rang Lá Chanh,servedWith,Cơm trắng,,,Member_2
3337,Gà Rang Muối,cookingTechnique,Chiên,,,Member_2
3338,Gà Rang Muối,dishType,Món chiên,,,Member_2
3339,Gà Rang Muối,flavorProfile,Mặn giòn,,,Member_2
3342,Gà Rang Muối,hasIngredient,Thịt Gà,,,Member_2
3344,Gà Rang Muối,originRegion,Việt Nam,,,Member_2
3345,Gà Rang Muối,servedWith,Rau sống,,,Member_2
3355,Gà Rán,cookingTechnique,Chiên,,,Member_2
3356,Gà Rán,dishType,Món chiên,,,Member_2
3357,Gà Rán,flavorProfile,Giòn béo,,,Member_2
3359,Gà Rán,hasIngredient,Thịt Gà,,,Member_2
3361,Gà Rán,originRegion,Quốc tế,,,Member_2
3362,Gà Rán,servedWith,Tương ớt,,,Member_2
3398,Gà Xào Sả Ớt,cookingTechnique,Xào,,,Member_2
3399,Gà Xào Sả Ớt,dishType,Món xào,,,Member_2
3400,Gà Xào Sả Ớt,flavorProfile,Cay,,,Member_2
3404,Gà Xào Sả Ớt,hasIngredient,Thịt Gà,,,Member_2
3407,Gà Xào Sả Ớt,originRegion,Việt Nam,,,Member_2
3416,Gà Xé Phay,cookingTechnique,Luộc,,,Member_2
3417,Gà Xé Phay,dishType,Món gỏi/nộm,,,Member_2
3418,Gà Xé Phay,flavorProfile,"Chua, ngọt, thanh mát",,,Member_2
3421,Gà Xé Phay,hasIngredient,Thịt Gà,,,Member_2
3422,Gà Xé Phay,originRegion,Việt Nam,,,Member_2
3423,Gà Xé Phay,servedWith,Bánh phồng tôm,,,Member_2
3425,Gà Ác,ingredientCategory,Thịt,,,Member_2
3433,Gà Áp Chảo Khoai Tây Chanh,cookingTechnique,Chiên,,,Member_2
3437,Gà Áp Chảo Khoai Tây Chanh,hasIngredient,Thịt Gà,,,Member_2
3443,Gạo,ingredientCategory,Ngũ Cốc,,,Member_2
3444,Gạo,ingredientCategory,Ngũ cốc,,,Member_2
3445,Gạo Lứt,ingredientCategory,Ngũ Cốc,,,Member_2
3447,Gạo Nếp,ingredientCategory,Ngũ Cốc,,,Member_2
3448,Gạo Nếp,ingredientCategory,Ngũ cốc,,,Member_2
3450,Gấc,ingredientCategory,Rau Quả,,,Member_2
3452,Gỏi,dishType,Món Khô,,,Member_2
3453,Gỏi,flavorProfile,Chua,,,Member_2
3460,Gỏi Bò,cookingTechnique,Trộn,,,Member_2
3461,Gỏi Bò,dishType,Món gỏi/nộm,,,Member_2
3462,Gỏi Bò,flavorProfile,"Chua, ngọt, cay",,,Member_2
3465,Gỏi Bò,hasIngredient,Thịt Bò,,,Member_2
3466,Gỏi Bò,originRegion,Việt Nam,,,Member_2
3467,Gỏi Bò,servedWith,Bánh Phồng Tôm,,,Member_2
3469,Gỏi Bò Rau Mầm,dishType,Gỏi,,,Member_2
3473,Gỏi Bò Rau Mầm,hasIngredient,Thịt Bò,,,Member_2
3486,Gỏi Bắp Cải,cookingTechnique,Trộn,,,Member_2
3487,Gỏi Bắp Cải,dishType,Món chay/mặn,,,Member_2
3488,Gỏi Bắp Cải,flavorProfile,Chua ngọt,,,Member_2
3490,Gỏi Bắp Cải,hasIngredient,Bắp Cải,,,Member_2
3492,Gỏi Bắp Cải,originRegion,Việt Nam,,,Member_2
3493,Gỏi Bắp Cải,servedWith,Bánh phồng tôm,,,Member_2
3511,Gỏi Cuốn,cookingTechnique,Cuốn,,,Member_2
3512,Gỏi Cuốn,dishType,Món Cuốn,,,Member_2
3513,Gỏi Cuốn,flavorProfile,Thanh mát,,,Member_2
3515,Gỏi Cuốn,hasIngredient,Bánh Tráng,,,Member_2
3516,Gỏi Cuốn,hasIngredient,Thịt Heo,,,Member_2
3517,Gỏi Cuốn,hasIngredient,Thịt Luộc,,,Member_2
3518,Gỏi Cuốn,hasIngredient,Tôm,,,Member_2
3519,Gỏi Cuốn,hasIngredient,Tôm Khô,,,Member_2
3521,Gỏi Cuốn,originRegion,Miền Nam,,,Member_2
3522,Gỏi Cuốn,servedWith,Tương Hột,,,Member_2
3542,Gỏi Cá Trích,cookingTechnique,Phi lê và Trộn,,,Member_2
3543,Gỏi Cá Trích,dishType,Đặc sản,,,Member_2
3544,Gỏi Cá Trích,flavorProfile,Ngọt béo,,,Member_2
3546,Gỏi Cá Trích,hasIngredient,Cá Trích,,,Member_2
3549,Gỏi Cá Trích,originRegion,Phú Quốc,,,Member_2
3550,Gỏi Cá Trích,servedWith,Nước Mắm,,,Member_2
3561,Gỏi Dưa Leo,dishType,Món Khô,,,Member_2
3565,Gỏi Dưa Leo,hasIngredient,Dưa Leo,,,Member_2
3577,Gỏi Gà,cookingTechnique,Luộc,,,Member_2
3578,Gỏi Gà,dishType,Món chính,,,Member_2
3579,Gỏi Gà,flavorProfile,Đậm đà,,,Member_2
3582,Gỏi Gà,hasIngredient,Thịt Gà,,,Member_2
3583,Gỏi Gà,originRegion,Việt Nam,,,Member_2
3584,Gỏi Gà,servedWith,Cháo gà,,,Member_2
3585,Gỏi Gà Rau Càng Cua,cookingTechnique,Trộn,,,Member_2
3586,Gỏi Gà Rau Càng Cua,dishType,Món khai vị,,,Member_2
3587,Gỏi Gà Rau Càng Cua,flavorProfile,Chua thanh,,,Member_2
3591,Gỏi Gà Rau Càng Cua,hasIngredient,Thịt Gà,,,Member_2
3592,Gỏi Gà Rau Càng Cua,originRegion,Miền Nam,,,Member_2
3593,Gỏi Gà Rau Càng Cua,servedWith,Bánh tráng,,,Member_2
3650,Gỏi Mực,cookingTechnique,Luộc và Trộn,,,Member_2
3651,Gỏi Mực,dishType,Khai vị,,,Member_2
3652,Gỏi Mực,flavorProfile,Cay chua ngọt,,,Member_2
3654,Gỏi Mực,hasIngredient,Mực,,,Member_2
3656,Gỏi Mực,originRegion,Miền Trung,,,Member_2
3657,Gỏi Mực,servedWith,Nước mắm chua ngọt,,,Member_2
3677,Gỏi Ngó Sen Tôm Thịt,cookingTechnique,Luộc và Trộn,,,Member_2
3678,Gỏi Ngó Sen Tôm Thịt,dishType,Khai vị,,,Member_2
3679,Gỏi Ngó Sen Tôm Thịt,flavorProfile,Hài hòa,,,Member_3
3682,Gỏi Ngó Sen Tôm Thịt,hasIngredient,Thịt Lợn,,,Member_3
3683,Gỏi Ngó Sen Tôm Thịt,hasIngredient,Tôm,,,Member_3
3685,Gỏi Ngó Sen Tôm Thịt,originRegion,Việt Nam,,,Member_3
3686,Gỏi Ngó Sen Tôm Thịt,servedWith,Bánh phồng tôm,,,Member_3
3780,Gỏi Tôm,cookingTechnique,Trộn,,,Member_3
3781,Gỏi Tôm,dishType,Món Khô,,,Member_3
3782,Gỏi Tôm,flavorProfile,Chua ngọt,,,Member_3
3784,Gỏi Tôm,hasIngredient,Tôm,,,Member_3
3786,Gỏi Tôm,originRegion,Việt Nam,,,Member_3
3787,Gỏi Tôm,servedWith,Bánh phồng tôm,,,Member_3
3788,Gỏi Tôm Thịt,cookingTechnique,Trộn,,,Member_3
3789,Gỏi Tôm Thịt,dishType,Món khai vị,,,Member_3
3790,Gỏi Tôm Thịt,flavorProfile,Hài hòa,,,Member_3
3793,Gỏi Tôm Thịt,hasIngredient,Thịt Lợn,,,Member_3
3794,Gỏi Tôm Thịt,hasIngredient,Tôm,,,Member_3
3796,Gỏi Tôm Thịt,originRegion,Việt Nam,,,Member_3
3797,Gỏi Tôm Thịt,servedWith,Nước mắm chua ngọt,,,Member_3
3798,Gỏi Xoài,cookingTechnique,Trộn,,,Member_3
3799,Gỏi Xoài,dishType,Món khai vị,,,Member_3
3800,Gỏi Xoài,flavorProfile,Chua,,,Member_3
3803,Gỏi Xoài,hasIngredient,Xoài Xanh,,,Member_3
3805,Gỏi Xoài,originRegion,Miền Nam,,,Member_3
3806,Gỏi Xoài,servedWith,Khô cá lóc,,,Member_3
3835,Gỏi Đu Đủ,cookingTechnique,Trộn,,,Member_3
3836,Gỏi Đu Đủ,dishType,Món khai vị,,,Member_3
3837,Gỏi Đu Đủ,flavorProfile,Mặn,,,Member_3
3839,Gỏi Đu Đủ,hasIngredient,Đu Đủ,,,Member_3
3842,Gỏi Đu Đủ,originRegion,Việt Nam,,,Member_3
3843,Gỏi Đu Đủ,servedWith,Nước mắm chua ngọt,,,Member_3
3862,Hoa Chuối,ingredientCategory,Rau Lá,,,Member_3
3884,Hoa Thiên Lý Xào Thịt Bò,cookingTechnique,Xào,,,Member_3
3885,Hoa Thiên Lý Xào Thịt Bò,dishType,Món xào,,,Member_3
3886,Hoa Thiên Lý Xào Thịt Bò,flavorProfile,Đậm đà,,,Member_3
3890,Hoa Thiên Lý Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_3
3892,Hoa Thiên Lý Xào Thịt Bò,originRegion,Việt Nam,,,Member_3
3893,Hoa Thiên Lý Xào Thịt Bò,servedWith,Cơm trắng,,,Member_3
3925,Hàu Nướng Mỡ Hành,cookingTechnique,Nướng,,,Member_3
3926,Hàu Nướng Mỡ Hành,dishType,Món nướng,,,Member_3
3927,Hàu Nướng Mỡ Hành,flavorProfile,Béo,,,Member_3
3930,Hàu Nướng Mỡ Hành,hasIngredient,Mỡ Hành,,,Member_3
3933,Hàu Nướng Mỡ Hành,originRegion,Việt Nam,,,Member_3
3934,Hàu Nướng Mỡ Hành,servedWith,Nước mắm,,,Member_3
3944,Há Cảo,dishType,Bánh,,,Member_3
3948,Há Cảo,hasIngredient,Tôm,,,Member_3
3962,Hạt Sen,ingredientCategory,Ngũ cốc,,,Member_3
3964,Hải Sản,hasAllergen,Giáp Xác,,,Member_3
3965,Hải Sản,ingredientCategory,Hải Sản,,,Member_3
3990,Hẹ,ingredientCategory,Rau Lá,,,Member_3
3992,Hến,ingredientCategory,Hải Sản,,,Member_3
4046,Hủ Tiếu Nam Vang,cookingTechnique,"Ninh xương, chần",,,Member_3
4047,Hủ Tiếu Nam Vang,dishType,Món Nước,,,Member_3
4048,Hủ Tiếu Nam Vang,flavorProfile,"Đậm đà, ngọt thanh",,,Member_3
4050,Hủ Tiếu Nam Vang,hasIngredient,Tôm,,,Member_3
4054,Hủ Tiếu Nam Vang,originRegion,Campuchia (Việt hóa),,,Member_3
4055,Hủ Tiếu Nam Vang,servedWith,"Tôm, gan, thịt băm, trứng cút",,,Member_3
4066,Hủ Tiếu Tôm,cookingTechnique,"Luộc, chần",,,Member_3
4067,Hủ Tiếu Tôm,dishType,Món nước,,,Member_3
4068,Hủ Tiếu Tôm,flavorProfile,"Ngọt, thanh",,,Member_3
4071,Hủ Tiếu Tôm,hasIngredient,Tôm,,,Member_3
4073,Hủ Tiếu Tôm,originRegion,Miền Nam Việt Nam,,,Member_3
4074,Hủ Tiếu Tôm,servedWith,"Rau sống, giá, hẹ",,,Member_3
4087,Kem,flavorProfile,Ngọt,,,Member_3
4115,Khoai Lang,ingredientCategory,Rau Ăn Củ,,,Member_3
4116,Khoai Môn,ingredientCategory,Ngũ Cốc,,,Member_3
4117,Khoai Môn,ingredientCategory,Rau Ăn Củ,,,Member_3
4118,Khoai Mỡ,ingredientCategory,Ngũ Cốc,,,Member_3
4121,Khoai Tây,ingredientCategory,Ngũ Cốc,,,Member_3
4148,Khoai Tây Xào Thịt,cookingTechnique,Xào,,,Member_3
4149,Khoai Tây Xào Thịt,dishType,Món mặn,,,Member_3
4150,Khoai Tây Xào Thịt,flavorProfile,"Mặn, ngọt",,,Member_3
4153,Khoai Tây Xào Thịt,hasIngredient,Khoai Tây,,,Member_3
4154,Khoai Tây Xào Thịt,hasIngredient,Thịt Lợn,,,Member_3
4156,Khoai Tây Xào Thịt,originRegion,Việt Nam,,,Member_3
4157,Khoai Tây Xào Thịt,servedWith,Cơm trắng,,,Member_3
4158,Khoai Tây Xào Thịt Bò,cookingTechnique,Xào nhanh,,,Member_3
4159,Khoai Tây Xào Thịt Bò,dishType,Món Xào,,,Member_3
4160,Khoai Tây Xào Thịt Bò,flavorProfile,Đậm đà,,,Member_3
4163,Khoai Tây Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_3
4165,Khoai Tây Xào Thịt Bò,originRegion,Việt Nam,,,Member_3
4166,Khoai Tây Xào Thịt Bò,servedWith,Cơm trắng,,,Member_3
4167,Khâu Nhục,cookingTechnique,Ninh,,,Member_3
4168,Khâu Nhục,dishType,Món hầm,,,Member_3
4169,Khâu Nhục,flavorProfile,"Béo, đậm đà",,,Member_3
4172,Khâu Nhục,hasIngredient,Thịt Ba Chỉ,,,Member_3
4174,Khâu Nhục,originRegion,Miền Bắc,,,Member_3
4175,Khâu Nhục,servedWith,Cơm trắng hoặc xôi,,,Member_3
4185,Khô Cá Đù Chiên,cookingTechnique,Chiên,,,Member_3
4186,Khô Cá Đù Chiên,dishType,Món chiên,,,Member_3
4187,Khô Cá Đù Chiên,flavorProfile,Mặn,,,Member_3
4190,Khô Cá Đù Chiên,hasIngredient,Cá Đù,,,Member_3
4192,Khô Cá Đù Chiên,originRegion,Việt Nam,,,Member_3
4193,Khô Cá Đù Chiên,servedWith,"Cơm trắng, dưa leo",,,Member_3
4203,Khổ Qua,ingredientCategory,Rau Củ,,,Member_3
4209,Khổ Qua Chà Bông,hasIngredient,Chà Bông,,,Member_3
4237,Khổ Qua Xào Thịt Bò,hasIngredient,Thịt Bò,,,Member_3
4238,Khổ Qua Xào Trứng,cookingTechnique,Xào,,,Member_3
4239,Khổ Qua Xào Trứng,dishType,Món xào,,,Member_3
4240,Khổ Qua Xào Trứng,flavorProfile,"Đắng, béo",,,Member_3
4243,Khổ Qua Xào Trứng,hasIngredient,Trứng,,,Member_3
4255,Kẹo Lạc,hasIngredient,Lạc,,,Member_3
4258,Lá Lốt,ingredientCategory,Rau lá,,,Member_3
4276,Lòng Gà,ingredientCategory,Thịt,,,Member_3
4277,Lòng Gà Xào,cookingTechnique,Xào,,,Member_3
4278,Lòng Gà Xào,dishType,Món xào,,,Member_3
4279,Lòng Gà Xào,flavorProfile,"Mặn, ngọt, giòn",,,Member_3
4282,Lòng Gà Xào,hasIngredient,Lòng Gà,,,Member_3
4283,Lòng Gà Xào,originRegion,Việt Nam,,,Member_3
4284,Lòng Gà Xào,servedWith,Cơm trắng,,,Member_3
4285,Lòng Gà Xào Dứa,cookingTechnique,Xào,,,Member_3
4286,Lòng Gà Xào Dứa,dishType,Món xào,,,Member_3
4287,Lòng Gà Xào Dứa,flavorProfile,Chua,,,Member_3
4290,Lòng Gà Xào Dứa,hasIngredient,Dứa,,,Member_3
4291,Lòng Gà Xào Dứa,hasIngredient,Lòng Gà,,,Member_3
4292,Lòng Gà Xào Dứa,originRegion,Việt Nam,,,Member_3
4308,Lòng Gà Xào Trứng Non,cookingTechnique,Xào,,,Member_3
4309,Lòng Gà Xào Trứng Non,dishType,Món xào,,,Member_3
4310,Lòng Gà Xào Trứng Non,flavorProfile,"Béo, đậm đà",,,Member_3
4313,Lòng Gà Xào Trứng Non,hasIngredient,Lòng Gà,,,Member_3
4314,Lòng Gà Xào Trứng Non,hasIngredient,Trứng Non,,,Member_3
4315,Lòng Gà Xào Đậu Cove,cookingTechnique,Xào,,,Member_3
4316,Lòng Gà Xào Đậu Cove,dishType,Món xào,,,Member_3
4317,Lòng Gà Xào Đậu Cove,flavorProfile,"Giòn, ngọt",,,Member_3
4320,Lòng Gà Xào Đậu Cove,hasIngredient,Lòng Gà,,,Member_3
4323,Lòng Lợn,ingredientCategory,Thịt,,,Member_3
4331,Lòng Lợn Luộc,cookingTechnique,Luộc,,,Member_3
4335,Lòng Lợn Luộc,hasIngredient,Lòng Lợn,,,Member_3
4338,Lòng Lợn Luộc,servedWith,Mắm Tôm,,,Member_3
4375,Lòng Xào,cookingTechnique,Xào,,,Member_3
4376,Lòng Xào,dishType,Món Khô,,,Member_3
4380,Lòng Xào,hasIngredient,Lòng Lợn,,,Member_3
4422,Lòng Xào Hẹ,hasIngredient,Hẹ,,,Member_3
4423,Lòng Xào Hẹ,hasIngredient,Lòng Lợn,,,Member_3
4428,Lúa nếp,ingredientCategory,Ngũ cốc,,,Member_3
4430,Lươn,ingredientCategory,Thịt,,,Member_3
4431,Lươn Xào Sả Ớt,cookingTechnique,Xào,,,Member_3
4432,Lươn Xào Sả Ớt,dishType,Món xào,,,Member_3
4433,Lươn Xào Sả Ớt,flavorProfile,Cay,,,Member_3
4436,Lươn Xào Sả Ớt,hasIngredient,Lươn,,,Member_3
4438,Lươn Xào Sả Ớt,originRegion,Miền Trung,,,Member_3
4439,Lươn Xào Sả Ớt,servedWith,Cơm trắng,,,Member_3
4469,Lẩu,cookingTechnique,Ninh,,,Member_3
4470,Lẩu,dishType,Lẩu,,,Member_3
4471,Lẩu,flavorProfile,Đậm đà,,,Member_3
4473,Lẩu,hasIngredient,Rau xanh,,,Member_3
4474,Lẩu,servedWith,Bún tươi,,,Member_3
4475,Lẩu Bò,cookingTechnique,Ninh,,,Member_3
4476,Lẩu Bò,dishType,Món chính,,,Member_3
4477,Lẩu Bò,flavorProfile,Béo ngậy,,,Member_3
4479,Lẩu Bò,hasIngredient,Thịt Bò,,,Member_3
4480,Lẩu Bò,originRegion,Việt Nam,,,Member_3
4481,Lẩu Bò,servedWith,Mì,,,Member_3
4482,Lẩu Cua Đồng,cookingTechnique,Nấu,,,Member_3
4483,Lẩu Cua Đồng,dishType,Món chính,,,Member_3
4484,Lẩu Cua Đồng,flavorProfile,Thanh,,,Member_3
4486,Lẩu Cua Đồng,hasIngredient,Cua Đồng,,,Member_3
4487,Lẩu Cua Đồng,originRegion,Miền Bắc,,,Member_3
4488,Lẩu Cua Đồng,servedWith,Bún,,,Member_3
4490,Lẩu Cá,dishType,Lẩu,,,Member_3
4491,Lẩu Cá,flavorProfile,Chua ngọt,,,Member_3
4494,Lẩu Cá,hasIngredient,Cá,,,Member_3
4495,Lẩu Cá,servedWith,Nước mắm mặn,,,Member_3
4511,Lẩu Gà Ác,cookingTechnique,Ninh,,,Member_3
4512,Lẩu Gà Ác,dishType,Món bổ dưỡng,,,Member_3
4513,Lẩu Gà Ác,flavorProfile,Thảo mộc,,,Member_3
4515,Lẩu Gà Ác,hasIngredient,Gà Ác,,,Member_3
4516,Lẩu Gà Ác,originRegion,Việt Nam,,,Member_3
4517,Lẩu Gà Ác,servedWith,Mì trứng,,,Member_3
